Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,year,id
Slovakia,45,6.078,1.27973,0.70367,0.23391,0.02947,0.13837,2016,703
Slovakia,40,6.09800005,1.325393558,0.712732911,0.295817465,0.024210852,0.136544481,2017,703
Slovakia,39,6.173,1.21,0.776,0.354,0.014,0.118,2018,703
Slovakia,38,6.198,1.246,0.881,0.334,0.014,0.121,2019,703
Slovenia,55,5.848,1.18498,0.87337,0.60855,0.03787,0.25328,2015,705
Slovenia,63,5.768,1.29947,0.79151,0.53164,0.03635,0.25738,2016,705
Slovenia,62,5.757999897,1.341205955,0.790828228,0.572575808,0.045128979,0.242649093,2017,705
Slovenia,51,5.948,1.219,0.856,0.633,0.051,0.16,2018,705
Slovenia,44,6.118,1.258,0.953,0.564,0.057,0.144,2019,705
Solomon Islands,,,,,,,,2015,90
Solomon Islands,,,,,,,,2016,90
Solomon Islands,,,,,,,,2017,90
Solomon Islands,,,,,,,,2018,90
Solomon Islands,,,,,,,,2019,90
Somalia,,,,,,,,2015,706
Somalia,76,5.44,0,0.11466,0.56778,0.3118,0.27225,2016,706
Somalia,93,5.151000023,0.022643184,0.113989137,0.602126956,0.282410324,0.291631311,2017,706
Somalia,98,4.982,0,0.115,0.674,0.282,0.238,2018,706
Somalia,112,4.668,0,0.268,0.559,0.27,0.243,2019,706
South Africa,113,4.642,0.92049,0.27688,0.33207,0.08884,0.11973,2015,710
South Africa,116,4.459,1.02416,0.18611,0.42483,0.08415,0.13656,2016,710
South Africa,101,4.828999996,1.054698706,0.18708007,0.479246736,0.072509497,0.13936238,2017,710
South Africa,105,4.724,0.94,0.33,0.516,0.056,0.103,2018,710
South Africa,106,4.722,0.96,0.469,0.389,0.055,0.13,2019,710
South Korea,47,5.984,1.24461,0.96538,0.33208,0.07857,0.18557,2015,410
South Korea,57,5.835,1.35948,0.88645,0.25168,0.07716,0.18824,2016,410
South Korea,55,5.837999821,1.401678443,0.900214076,0.257921666,0.063282669,0.206674367,2017,410
South Korea,57,5.875,1.266,0.955,0.244,0.051,0.175,2018,410
South Korea,54,5.895,1.301,1.036,0.159,0.056,0.175,2019,410
South Sudan,,,,,,,,2015,728
South Sudan,143,3.832,0.39394,0.15781,0.19662,0.13015,0.25899,2016,728
South Sudan,147,3.59100008,0.397248626,0.163486004,0.147062436,0.116793513,0.285670817,2017,728
South Sudan,154,3.254,0.337,0.177,0.112,0.106,0.224,2018,728
South Sudan,156,2.853,0.306,0.295,0.01,0.091,0.202,2019,728
Spain[d],,,,,,,,2015,724
Spain[d],,,,,,,,2016,724
Spain[d],,,,,,,,2017,724
Spain[d],,,,,,,,2018,724
Spain[d],,,,,,,,2019,724
Sri Lanka,132,4.271,0.83524,0.70806,0.53726,0.09179,0.40828,2015,144
Sri Lanka,117,4.415,0.97318,0.62007,0.50817,0.07964,0.46978,2016,144
Sri Lanka,120,4.440000057,1.009850144,0.625130832,0.561213255,0.073653966,0.490863562,2017,144
Sri Lanka,116,4.471,0.918,0.672,0.585,0.05,0.307,2018,144
Sri Lanka,130,4.366,0.949,0.831,0.47,0.047,0.244,2019,144
Sudan,118,4.55,0.52107,0.36878,0.10081,0.1466,0.19062,2015,729
Sudan,133,4.139,0.63069,0.29759,0,0.10039,0.18077,2016,729
Sudan,130,4.138999939,0.659516692,0.290920824,0.014995855,0.08984752,0.182317451,2017,729
Sudan,137,4.139,0.605,0.312,0.016,0.082,0.134,2018,729
Sudan,,,,,,,,2019,729
Suriname,40,6.269,0.99534,0.6082,0.59657,0.13633,0.16991,2015,740
Suriname,40,6.269,1.09686,0.50933,0.52234,0.12692,0.16665,2016,740
Suriname,,,,,,,,2017,740
Suriname,,,,,,,,2018,740
Suriname,,,,,,,,2019,740
Sweden,8,7.364,1.33171,0.91087,0.6598,0.43844,0.36262,2015,752
Sweden,10,7.291,1.45181,0.83121,0.58218,0.40867,0.38254,2016,752
Sweden,9,7.28399992,1.494387269,0.830875158,0.612924099,0.384398729,0.385399252,2017,752
Sweden,9,7.314,1.355,0.913,0.659,0.383,0.285,2018,752
Sweden,7,7.343,1.387,1.009,0.574,0.373,0.267,2019,752
Switzerland,1,7.587,1.39651,0.94143,0.66557,0.41978,0.29678,2015,756
Switzerland,2,7.509,1.52733,0.86303,0.58557,0.41203,0.28083,2016,756
Switzerland,4,7.493999958,1.564979553,0.858131289,0.620070577,0.367007285,0.290549278,2017,756
Switzerland,5,7.487,1.42,0.927,0.66,0.357,0.256,2018,756
Switzerland,6,7.48,1.452,1.052,0.572,0.343,0.263,2019,756
Syria,156,3.006,0.6632,0.72193,0.15684,0.18906,0.47179,2015,760
Syria,156,3.069,0.74719,0.62994,0.06912,0.17233,0.48397,2016,760
Syria,152,3.461999893,0.777153134,0.500533342,0.081539445,0.151347131,0.493663728,2017,760
Syria,150,3.462,0.689,0.539,0.088,0.144,0.376,2018,760
Syria,149,3.462,0.619,0.44,0.013,0.141,0.331,2019,760
Tajikistan,106,4.786,0.39047,0.57379,0.47216,0.15072,0.22974,2015,762
Tajikistan,100,4.996,0.48835,0.53119,0.43408,0.13509,0.25998,2016,762
Tajikistan,96,5.040999889,0.524713635,0.529235125,0.471566707,0.146377146,0.248997644,2017,762
Tajikistan,88,5.199,0.474,0.598,0.292,0.034,0.187,2018,762
Tajikistan,74,5.467,0.493,0.718,0.389,0.144,0.23,2019,762
Tanzania[c],,,,,,,,2015,834
Tanzania[c],,,,,,,,2016,834
Tanzania[c],,,,,,,,2017,834
Tanzania[c],,,,,,,,2018,834
Tanzania[c],,,,,,,,2019,834
Thailand,34,6.455,0.9669,0.7385,0.55664,0.03187,0.5763,2015,764
Thailand,33,6.474,1.0893,0.64915,0.49553,0.02833,0.58696,2016,764
Thailand,32,6.423999786,1.127868772,0.647239029,0.580200732,0.031612735,0.57212311,2017,764
Thailand,46,6.072,1.016,0.707,0.637,0.029,0.364,2018,764
Thailand,52,6.008,1.05,0.828,0.557,0.028,0.359,2019,764
Togo,158,2.839,0.20868,0.28443,0.36453,0.10731,0.16681,2015,768
Togo,155,3.303,0.28123,0.24811,0.34678,0.11587,0.17517,2016,768
Togo,150,3.494999886,0.305444717,0.247105569,0.380426139,0.095665015,0.196896151,2017,768
Togo,139,3.999,0.259,0.253,0.434,0.101,0.158,2018,768
Togo,139,4.085,0.275,0.41,0.293,0.085,0.177,2019,768
Tonga,,,,,,,,2015,776
Tonga,,,,,,,,2016,776
Tonga,,,,,,,,2017,776
Tonga,,,,,,,,2018,776
Tonga,,,,,,,,2019,776
Trinidad and Tobago,41,6.168,1.21183,0.61483,0.55884,0.0114,0.31844,2015,780
Trinidad and Tobago,43,6.168,1.32572,0.52608,0.48453,0.01241,0.31935,2016,780
Trinidad and Tobago,38,6.168000221,1.361355901,0.519983292,0.518630743,0.008964816,0.325296462,2017,780
Trinidad and Tobago,,,,,,,,2018,780
Trinidad and Tobago,,,,,,,,2019,780
Tunisia,107,4.739,0.88113,0.73793,0.26268,0.06358,0.06431,2015,788
Tunisia,98,5.045,0.97724,0.59577,0.23553,0.0817,0.03936,2016,788
Tunisia,102,4.804999828,1.007265806,0.613212049,0.28968069,0.086723149,0.049693357,2017,788
Tunisia,111,4.592,0.9,0.69,0.271,0.063,0.04,2018,788
Tunisia,124,4.461,0.921,0.815,0.167,0.055,0.059,2019,788
Turkey,76,5.332,1.06098,0.73172,0.22815,0.15746,0.12253,2015,792
Turkey,78,5.389,1.16492,0.64718,0.23889,0.12348,0.04707,2016,792
Turkey,69,5.5,1.198274374,0.637605608,0.3007406,0.09967158,0.046693042,2017,792
Turkey,74,5.483,1.148,0.686,0.324,0.109,0.106,2018,792
Turkey,79,5.373,1.183,0.808,0.195,0.106,0.083,2019,792
Turkmenistan,70,5.548,0.95847,0.53886,0.4761,0.30844,0.16979,2015,795
Turkmenistan,65,5.658,1.08017,0.44006,0.37408,0.28467,0.22567,2016,795
Turkmenistan,59,5.822000027,1.130776763,0.43772608,0.418271929,0.25927034,0.249924988,2017,795
Turkmenistan,68,5.636,1.016,0.517,0.417,0.037,0.199,2018,795
Turkmenistan,87,5.247,1.052,0.657,0.394,0.028,0.244,2019,795
Turks and Caicos Islands (United Kingdom),,,,,,,,2015,796
Turks and Caicos Islands (United Kingdom),,,,,,,,2016,796
Turks and Caicos Islands (United Kingdom),,,,,,,,2017,796
Turks and Caicos Islands (United Kingdom),,,,,,,,2018,796
Turks and Caicos Islands (United Kingdom),,,,,,,,2019,796
Tuvalu,,,,,,,,2015,798
Tuvalu,,,,,,,,2016,798
Tuvalu,,,,,,,,2017,798
Tuvalu,,,,,,,,2018,798
Tuvalu,,,,,,,,2019,798
Uganda,141,3.931,0.21102,0.33861,0.45727,0.07267,0.29066,2015,800
Uganda,145,3.739,0.34719,0.19625,0.43653,0.06442,0.27102,2016,800
Uganda,133,4.080999851,0.381430715,0.217632607,0.443185955,0.057069719,0.325766057,2017,800
Uganda,135,4.161,0.322,0.237,0.45,0.061,0.259,2018,800
Uganda,136,4.189,0.332,0.443,0.356,0.06,0.252,2019,800
Ukraine[e],,,,,,,,2015,804
Ukraine[e],,,,,,,,2016,804
Ukraine[e],,,,,,,,2017,804
Ukraine[e],,,,,,,,2018,804
Ukraine[e],,,,,,,,2019,804
United Arab Emirates,20,6.901,1.42727,0.80925,0.64157,0.38583,0.26428,2015,784
United Arab Emirates,28,6.573,1.57352,0.72993,0.56215,0.35561,0.26591,2016,784
United Arab Emirates,21,6.647999763,1.626343369,0.726798236,0.60834527,0.324489564,0.360941947,2017,784
United Arab Emirates,20,6.774,2.096,0.67,0.284,,0.186,2018,784
United Arab Emirates,21,6.825,1.503,0.825,0.598,0.182,0.262,2019,784
United Kingdom,21,6.867,1.26637,0.90943,0.59625,0.32067,0.51912,2015,826
United Kingdom,23,6.725,1.40283,0.80991,0.50036,0.27399,0.50156,2016,826
United Kingdom,19,6.714000225,1.44163394,0.805335939,0.508190036,0.265428066,0.492774159,2017,826
United Kingdom,11,7.19,1.244,0.888,0.464,0.082,0.262,2018,826
United Kingdom,15,7.054,1.333,0.996,0.45,0.278,0.348,2019,826
United States,15,7.119,1.39451,0.86179,0.54604,0.1589,0.40105,2015,840
United States,13,7.104,1.50796,0.779,0.48163,0.14868,0.41077,2016,840
United States,14,6.993000031,1.546259284,0.774286628,0.505740523,0.135638788,0.392578781,2017,840
United States,18,6.886,1.398,0.819,0.547,0.133,0.291,2018,840
United States,19,6.892,1.433,0.874,0.454,0.128,0.28,2019,840
Uruguay,32,6.485,1.06166,0.8116,0.60362,0.24558,0.2324,2015,858
Uruguay,29,6.545,1.18157,0.72183,0.54388,0.21394,0.18056,2016,858
Uruguay,28,6.453999996,1.217559695,0.719216824,0.579392254,0.178061873,0.175096929,2017,858
Uruguay,31,6.379,1.093,0.771,0.625,0.155,0.13,2018,858
Uruguay,33,6.293,1.124,0.891,0.523,0.15,0.127,2019,858
Uzbekistan,44,6.003,0.63244,0.59772,0.65821,0.30826,0.22837,2015,860
Uzbekistan,49,5.987,0.73591,0.50163,0.60848,0.28333,0.34326,2016,860
Uzbekistan,47,5.971000195,0.786441088,0.498272628,0.658248663,0.246528223,0.415983647,2017,860
Uzbekistan,44,6.096,0.719,0.605,0.724,0.259,0.328,2018,860
Uzbekistan,41,6.174,0.745,0.756,0.631,0.24,0.322,2019,860
Vanuatu,,,,,,,,2015,548
Vanuatu,,,,,,,,2016,548
Vanuatu,,,,,,,,2017,548
Vanuatu,,,,,,,,2018,548
Vanuatu,,,,,,,,2019,548
Venezuela,23,6.81,1.04424,0.72052,0.42908,0.11069,0.05841,2015,862
Venezuela,44,6.084,1.13367,0.61904,0.19847,0.08304,0.0425,2016,862
Venezuela,82,5.25,1.128431201,0.617144227,0.153997123,0.064491123,0.06501963,2017,862
Venezuela,102,4.806,0.996,0.657,0.133,0.052,0.056,2018,862
Venezuela,108,4.707,0.96,0.805,0.154,0.047,0.064,2019,862
Vietnam,75,5.36,0.63216,0.74676,0.59444,0.10441,0.1686,2015,704
Vietnam,96,5.061,0.74037,0.66157,0.55954,0.11556,0.25075,2016,704
Vietnam,94,5.073999882,0.788547575,0.652168989,0.571055591,0.087633237,0.234968051,2017,704
Vietnam,95,5.103,0.715,0.702,0.618,0.079,0.177,2018,704
Vietnam,94,5.175,0.741,0.851,0.543,0.073,0.147,2019,704
Yemen,136,4.077,0.54649,0.40064,0.35571,0.07854,0.09131,2015,887
Yemen,147,3.724,0.57939,0.31048,0.2287,0.05892,0.09821,2016,887
Yemen,146,3.592999935,0.591683447,0.310080916,0.249463722,0.056767423,0.104125209,2017,887
Yemen,152,3.355,0.442,0.343,0.244,0.064,0.083,2018,887
Yemen,151,3.38,0.287,0.463,0.143,0.077,0.108,2019,887
Zambia,85,5.129,0.47038,0.29924,0.48827,0.12468,0.19591,2015,894
Zambia,106,4.795,0.61202,0.23573,0.42662,0.11479,0.17866,2016,894
Zambia,116,4.513999939,0.636406779,0.257835895,0.461603492,0.07821355,0.249580145,2017,894
Zambia,125,4.377,0.562,0.295,0.503,0.082,0.221,2018,894
Zambia,138,4.107,0.578,0.426,0.431,0.087,0.247,2019,894
Zimbabwe,115,4.61,0.271,0.33475,0.25861,0.08079,0.18987,2015,716
Zimbabwe,131,4.193,0.35041,0.1595,0.25429,0.08582,0.18503,2016,716
Zimbabwe,138,3.875,0.375846535,0.196763754,0.336384207,0.095375381,0.189143494,2017,716
Zimbabwe,144,3.692,0.357,0.248,0.406,0.099,0.132,2018,716
Zimbabwe,146,3.663,0.366,0.433,0.361,0.089,0.151,2019,716
